"","fall_type","name","stream_name","verifiedx","verifiedy","tallest_drop_feet","number_of_drops","source_dataset","source_date","total_height_feet","source_url"
"10522",NA,"Ladder Creek Falls",NA,-121.251959460399,48.6703296775607,NA,NA,NA,NA,NA,NA
"10523",NA,"Malachite Falls",NA,-121.329804316806,47.6079721786474,NA,NA,NA,NA,NA,NA
"10524","historical waterfall","The Dalles",NA,-121.165085159,45.605959425,NA,NA,NA,NA,NA,NA
"10525",NA,"Huntington Falls",NA,-122.4741515,37.7685460409137,NA,NA,NA,NA,NA,NA
"10526",NA,"Gray Falls",NA,-123.483688635515,40.8542275883638,NA,NA,NA,NA,NA,NA
"10527",NA,"Fossil Falls",NA,-117.909033202,35.969768984,NA,NA,NA,NA,NA,NA
"10528","historical waterfall","Colter Falls",NA,-111.214708,47.5374664809394,NA,NA,NA,NA,NA,NA
"10529","dam","Black Eagle Falls",NA,-111.262498257,47.520195147,NA,NA,NA,NA,NA,NA
"10530",NA,"Berry Falls",NA,-100.3623607,42.9016791909408,NA,NA,NA,NA,NA,NA
"10531",NA,"Paradise Falls",NA,-112.4639018,46.7516732809414,NA,NA,NA,NA,NA,NA
"10532",NA,"Three Troughs Falls",NA,-121.1488728,35.6736348508942,NA,NA,NA,NA,NA,NA
"10533","rapids","Bass Rapids",NA,-112.3391322,36.2313600708999,NA,NA,NA,NA,NA,NA
"10534","rapids","Bedrock Rapids",NA,-112.462129,36.3296145709008,NA,NA,NA,NA,NA,NA
"10535","rapids","Big Sand Bar Rapids",NA,-114.7079727,35.9285753808968,NA,NA,NA,NA,NA,NA
"10536","rapids","Boucher Rapids",NA,-112.230007,36.1163471608987,NA,NA,NA,NA,NA,NA
"10537","rapids","Bridge Canyon Rapids",NA,-113.5246054,35.7753350408952,NA,NA,NA,NA,NA,NA
"10538","rapids","Cave Springs Rapids",NA,-111.796288444315,36.5760125912073,NA,NA,NA,NA,NA,NA
"10539","rapids","Cranes Nest Rapids",NA,-114.706643023,35.9096371260001,NA,NA,NA,NA,NA,NA
"10540","rapids","Cross Current Rapids",NA,-114.71345773,35.932931282,NA,NA,NA,NA,NA,NA
"10541","rapids","Crystal Rapids",NA,-112.2464767,36.1366496608989,NA,NA,NA,NA,NA,NA
"10542","rapids","Deubendorff Rapids",NA,-112.4549202,36.344616770901,NA,NA,NA,NA,NA,NA
"10543","rapids","Devils Slide Rapids",NA,-113.7146489,35.9300262408968,NA,NA,NA,NA,NA,NA
"10544","rapids","Diamond Creek Rapids",NA,-113.375856363,35.764962645,NA,NA,NA,NA,NA,NA
"10545","rapids","Eightythree Mile Rapids",NA,-112.028476259,36.077124612,NA,NA,NA,NA,NA,NA
"10546","rapids","Fern Glen Rapids",NA,-112.918928321,36.258208434,NA,NA,NA,NA,NA,NA
"10547","rapids","Fishtail Rapids",NA,-112.555367682866,36.4000541879835,NA,NA,NA,NA,NA,NA
"10548","rapids","Forster Rapids",NA,-112.5192937,36.2473651509,NA,NA,NA,NA,NA,NA
"10549","rapids","Fossil Rapids",NA,-112.5231538,36.2718075209003,NA,NA,NA,NA,NA,NA
"10550","rapids","Gateway Rapids",NA,-112.967857401,36.235151344,NA,NA,NA,NA,NA,NA
"10551","rapids","Gneiss Canyon Rapids",NA,-113.5328074,35.7828806408953,NA,NA,NA,NA,NA,NA
"10552","rapids","Granite Rapids",NA,-112.1836078,36.0985644608985,NA,NA,NA,NA,NA,NA
"10553","rapids","Granite Spring Rapids",NA,-113.33232566,35.823948155,NA,NA,NA,NA,NA,NA
"10554","rapids","Grapevine Rapids",NA,-112.002564604,36.059114053,NA,NA,NA,NA,NA,NA
"10555","rapids","Hakatai Rapids",NA,-112.3859789,36.2442659709,NA,NA,NA,NA,NA,NA
"10556","rapids","Hance Rapids",NA,-111.920360406,36.04592697,NA,NA,NA,NA,NA,NA
"10557","rapids","Havasu Rapids",NA,-112.764405096,36.3073042500001,NA,NA,NA,NA,NA,NA
"10558","rapids","Hermit Rapids",NA,-112.2103978,36.1002865608985,NA,NA,NA,NA,NA,NA
"10559","rapids","Horn Creek Rapids",NA,-112.134792353,36.0995221630001,NA,NA,NA,NA,NA,NA
"10560","rapids","Horseshoe Rapids",NA,-114.708345,35.9174360808967,NA,NA,NA,NA,NA,NA
"10561","rapids","House Rock Rapids",NA,-111.7399121,36.6730425209041,NA,NA,NA,NA,NA,NA
"10562","rapids","Hundred and Sixtyfour Mile Rapids",NA,-112.875061315,36.278880739,NA,NA,NA,NA,NA,NA
"10563","rapids","Hundred and Thirtyfive Mile Rapids",NA,-112.486181349,36.378831776,NA,NA,NA,NA,NA,NA
"10564","rapids","Indian Rapids",NA,-114.6961817,35.8974478808965,NA,NA,NA,NA,NA,NA
"10565","rapids","Kanab Rapids",NA,-112.630416646271,36.3916494509429,NA,NA,NA,NA,NA,NA
"10566","rapids","Kwagunt Rapids",NA,-111.827451008,36.263563203,NA,NA,NA,NA,NA,NA
"10567","rapids","Last Chance Rapids",NA,-113.712150539,35.8952574400001,NA,NA,NA,NA,NA,NA
"10568","rapids","Lava Canyon Rapids",NA,-111.816709894,36.1383999880001,NA,NA,NA,NA,NA,NA
"10569","rapids","Lava Cliff Rapids",NA,-113.6478772,35.8254174408958,NA,NA,NA,NA,NA,NA
"10570","rapids","Lost Creek Rapids",NA,-113.6666556,35.8629149408961,NA,NA,NA,NA,NA,NA
"10571","rapids","Matkatamiba Rapids",NA,-112.6732238,36.344079260901,NA,NA,NA,NA,NA,NA
"10572","rapids","Nankoweap Rapids",NA,-111.8555569,36.3048941109006,NA,NA,NA,NA,NA,NA
"10573","rapids","President Harding Rapids",NA,-111.848606162921,36.3881833838208,NA,NA,NA,NA,NA,NA
"10574","rapids","Reference Point Rapids",NA,-113.713082438,35.887394639,NA,NA,NA,NA,NA,NA
"10575","rapids","Ringbolt Rapids",NA,-114.7295213,35.9612787808971,NA,NA,NA,NA,NA,NA
"10576","rapids","Roaring Rapids",NA,-114.703323,35.8430454708959,NA,NA,NA,NA,NA,NA
"10577","rapids","Salt Creek Rapids",NA,-112.1704329,36.0996159608985,NA,NA,NA,NA,NA,NA
"10578","rapids","Separation Rapids",NA,-113.5723035,35.8239435408957,NA,NA,NA,NA,NA,NA
"10579","rapids","Serpentine Rapids",NA,-112.328054113,36.206967091,NA,NA,NA,NA,NA,NA
"10580","rapids","Nevills Rapids",NA,-111.9027264,36.0522385708981,NA,NA,NA,NA,NA,NA
"10581","rapids","Shallow Rapids",NA,-114.6708224,35.8652674808962,NA,NA,NA,NA,NA,NA
"10582","rapids","Sheer Wall Rapids",NA,-111.7126337,36.6989725709043,NA,NA,NA,NA,NA,NA
"10583","rapids","Sinyella Rapids",NA,-112.7239616,36.3190383509007,NA,NA,NA,NA,NA,NA
"10584","rapids","Sixtymile Rapids",NA,-111.809237464,36.214539168,NA,NA,NA,NA,NA,NA
"10585","rapids","Sockdolager Rapids",NA,-111.954309013,36.0464548680001,NA,NA,NA,NA,NA,NA
"10586","rapids","Specter Rapids",NA,-112.477586,36.3157540709007,NA,NA,NA,NA,NA,NA
"10587","rapids","Surprise Rapids",NA,-113.6635592,35.8555441408961,NA,NA,NA,NA,NA,NA
"10588","rapids","Tanner Canyon Rapids",NA,-111.8346477,36.1035338308986,NA,NA,NA,NA,NA,NA
"10589","rapids","Two Hundred and Fortyone Mile Rapids",NA,-113.593951211,35.8409188410001,NA,NA,NA,NA,NA,NA
"10590","rapids","Travertine Rapids",NA,-113.4233326,35.751191140895,NA,NA,NA,NA,NA,NA
"10591","rapids","Triumphal Arch Rapids",NA,-113.735491,35.9395992408969,NA,NA,NA,NA,NA,NA
"10592","rapids","Two Hundred and Fortymile Rapids",NA,-113.5815155,35.8315243408958,NA,NA,NA,NA,NA,NA
"10593","rapids","Roadrunner Rapids",NA,-113.312279835,35.860925939,NA,NA,NA,NA,NA,NA
"10594","rapids","Two Hundred and Thirtyfour Mile Rapids",NA,-113.503242687,35.7659415370001,NA,NA,NA,NA,NA,NA
"10595","rapids","Two Hundred and Thirtyone Mile Rapids",NA,-113.453402,35.7586759408951,NA,NA,NA,NA,NA,NA
"10596","rapids","Two Hundred and Thirtyseven Mile Rapids",NA,-113.546499902,35.796486154,NA,NA,NA,NA,NA,NA
"10597","rapids","Two Hundred and Thirtytwo Mile Rapids",NA,-113.4694411,35.7647921408951,NA,NA,NA,NA,NA,NA
"10598","rapids","Two Hundred and Twentyfour Mile Rapids",NA,-113.3461997,35.7849027108953,NA,NA,NA,NA,NA,NA
"10599","rapids","Unkar Creek Rapids",NA,-111.8704498,36.0785462608983,NA,NA,NA,NA,NA,NA
"10600","rapids","Upset Rapids",NA,-112.6954606,36.3551535409011,NA,NA,NA,NA,NA,NA
"10601","rapids","Walthenberg Rapids",NA,-112.40684582,36.238370564,NA,NA,NA,NA,NA,NA
"10602","rapids","Wards Cove Rapids",NA,-113.7794558,35.9906848508974,NA,NA,NA,NA,NA,NA
"10603","rapids","Waterfall Rapids",NA,-113.7555245,35.9682613508972,NA,NA,NA,NA,NA,NA
"10604","rapids","Badger Creek Rapids",NA,-111.6560544,36.772941980905,NA,NA,NA,NA,NA,NA
"10605","rapids","Browns Riffle",NA,-111.6950117,36.7294680509046,NA,NA,NA,NA,NA,NA
"10606","rapids","Hansbrough-Richards Rapid",NA,-111.7923043,36.5781043509032,NA,NA,NA,NA,NA,NA
"10607","rapids","Soap Creek Rapids",NA,-111.693692319574,36.7377221978626,NA,NA,NA,NA,NA,NA
"10608","historical rapids","Five Rapids",NA,-114.6341479,35.3999996208913,NA,NA,NA,NA,NA,NA
"10609","rapids","Ruby Rapids",NA,-112.3162535,36.1904684008994,NA,NA,NA,NA,NA,NA
"10610","rapids","Sapphire Rapids",NA,-112.291828735443,36.1470243485434,NA,NA,NA,NA,NA,NA
"10611","rapids","Eightyfive Mile Rapids",NA,-112.045309134,36.0857088670001,NA,NA,NA,NA,NA,NA
"10612","rapids","Willies Necktie Rapids",NA,-112.2647227,36.145249260899,NA,NA,NA,NA,NA,NA
"10613","rapids","Agate Rapids",NA,-112.280329052,36.1440924980001,NA,NA,NA,NA,NA,NA
"10614","rapids","Ruck-A-Chucky Rapids",NA,-120.9115794,38.9548546009226,NA,NA,NA,NA,NA,NA
"10615","rapids","The Roughs",NA,-119.460455698,38.175478996,NA,NA,NA,NA,NA,NA
"10616","rapids","Savage Rapids",NA,-123.2692333,41.8637420809378,NA,NA,NA,NA,NA,NA
"10617","rapids","Green Riffle",NA,-123.5067406,41.4331857309361,NA,NA,NA,NA,NA,NA
"10618","rapids","Big Mallard Rapids",NA,-115.268781406,45.5380520140001,NA,NA,NA,NA,NA,NA
"10619","rapids","Dolman Rapids",NA,-114.9175579,42.7710903409405,NA,NA,NA,NA,NA,NA
"10620","rapids","Five Pine Rapids",NA,-116.5996027,45.7796087009428,NA,NA,NA,NA,NA,NA
"10621","rapids","Kanaka Rapids",NA,-114.8034783,42.6643209909402,NA,NA,NA,NA,NA,NA
"10622","rapids","Limekiln Rapids",NA,-116.966591221,46.0760481820001,NA,NA,NA,NA,NA,NA
"10623","rapids","Negro Head Rapids",NA,-116.937556509,46.043972782,NA,NA,NA,NA,NA,NA
"10624","rapids","Pine Bar Rapids",NA,-116.3312305,45.8896261309427,NA,NA,NA,NA,NA,NA
"10625","rapids","Shovel Creek Rapids",NA,-116.9266934,46.0204513809426,NA,NA,NA,NA,NA,NA
"10626","rapids","Snow Hole Rapids",NA,-116.606192,46.0087981109426,NA,NA,NA,NA,NA,NA
"10627","rapids","Wildhorse Rapids",NA,-116.8975037,44.8547829909432,NA,NA,NA,NA,NA,NA
"10628","rapids","Wolf Creek Rapids",NA,-116.5822398,45.7708757609429,NA,NA,NA,NA,NA,NA
"10629","rapids","Chittam Rapids",NA,-115.8887181,45.4589188409431,NA,NA,NA,NA,NA,NA
"10630","rapids","Highrange Rapids",NA,-116.5369688,45.7369028009429,NA,NA,NA,NA,NA,NA
"10631","rapids","Cottonwood Rapids",NA,-116.5360775,45.6965343309429,NA,NA,NA,NA,NA,NA
"10632","rapids","Ski Jump Rapid",NA,-115.0146987,44.7380034609432,NA,NA,NA,NA,NA,NA
"10633","historical rapids","Ninefoot Rapids",NA,-115.917881554,42.9887885250001,NA,NA,NA,NA,NA,NA
"10634","rapids","Dutch Oven Rapids",NA,-114.3653873,45.3311739809431,NA,NA,NA,NA,NA,NA
"10635","rapids","Big Hill Rapids",NA,-115.6875329,46.1386115109424,NA,NA,NA,NA,NA,NA
"10636","rapids","Big Sulphur Rapids",NA,-116.6393969,45.7813971609428,NA,NA,NA,NA,NA,NA
"10637","rapids","Blackhawk Rapids",NA,-116.3029976,45.627891120943,NA,NA,NA,NA,NA,NA
"10638","rapids","Boulder Rapids",NA,-116.6484919,45.7798859909428,NA,NA,NA,NA,NA,NA
"10639","rapids","Chipmunk Rapids",NA,-116.908830137,48.422977556,NA,NA,NA,NA,NA,NA
"10640","rapids","Coffee Pot Rapids",NA,-111.3949652,44.4958578709431,NA,NA,NA,NA,NA,NA
"10641","rapids","Copper Creek Rapids",NA,-116.551018,45.7531496109429,NA,NA,NA,NA,NA,NA
"10642","rapids","Davis Creek Rapids",NA,-116.5009496,45.6596112009429,NA,NA,NA,NA,NA,NA
"10643","rapids","Deadhorse Rapids",NA,-115.4948482,44.8946338309432,NA,NA,NA,NA,NA,NA
"10644","rapids","Deep Creek Rapids",NA,-116.6548808,45.7801637909428,NA,NA,NA,NA,NA,NA
"10645","rapids","Devils Teeth Rapids",NA,-114.8926071,45.4356279609431,NA,NA,NA,NA,NA,NA
"10646","rapids","Divide Creek Rapids",NA,-116.7379364,45.8259959909428,NA,NA,NA,NA,NA,NA
"10647","rapids","Dug Creek Rapids",NA,-116.675447,45.7901360609428,NA,NA,NA,NA,NA,NA
"10648","rapids","Fiddle Creek Rapids",NA,-116.3185668,45.4907104009431,NA,NA,NA,NA,NA,NA
"10649","rapids","Fivemile Rapids",NA,-115.2291389,45.557504750943,NA,NA,NA,NA,NA,NA
"10650","rapids","Growler Rapids",NA,-115.3275446,45.4983049609431,NA,NA,NA,NA,NA,NA
"10651","rapids","Hancock Rapids",NA,-114.6452986,45.2601783409432,NA,NA,NA,NA,NA,NA
"10652","rapids","Hancock Rapids",NA,-115.0919655,45.521090520943,NA,NA,NA,NA,NA,NA
"10653","rapids","Indian Rapids",NA,-115.700670394,46.1410455130001,NA,NA,NA,NA,NA,NA
"10654","rapids","Indian Riffles",NA,-114.6903648,44.2560301509429,NA,NA,NA,NA,NA,NA
"10655","rapids","Jack Creek Rapids",NA,-114.722208132,45.0064224020001,NA,NA,NA,NA,NA,NA
"10656","rapids","Lantz Rapids",NA,-114.8731975,45.4183329309431,NA,NA,NA,NA,NA,NA
"10657","rapids","Little Devils Teeth Rapids",NA,-114.944483612,45.463103231,NA,NA,NA,NA,NA,NA
"10658","rapids","Little Mallard Rapids",NA,-115.3000941,45.531471440943,NA,NA,NA,NA,NA,NA
"10659","rapids","Long Tom Rapids",NA,-114.5800346,45.3004075509432,NA,NA,NA,NA,NA,NA
"10660","rapids","Lower Dug Bar Rapids",NA,-116.6935786,45.8125186409428,NA,NA,NA,NA,NA,NA
"10661","rapids","Ludwig Rapids",NA,-115.4920809,45.3932480709431,NA,NA,NA,NA,NA,NA
"10662","rapids","Ouzel Rapids",NA,-114.671379514,45.2348792380001,NA,NA,NA,NA,NA,NA
"10663","rapids","Pine Creek Rapids",NA,-114.3046384,45.3620430209431,NA,NA,NA,NA,NA,NA
"10664","rapids","Porcupine Rapids",NA,-114.7263988,45.1295178909432,NA,NA,NA,NA,NA,NA
"10665","rapids","Rainier Rapids",NA,-114.8205382,45.3965029009431,NA,NA,NA,NA,NA,NA
"10666","rapids","Redside Rapids",NA,-114.7316861,45.1519031309432,NA,NA,NA,NA,NA,NA
"10667","rapids","Roland Bar Rapids",NA,-116.5723803,45.7646091009428,NA,NA,NA,NA,NA,NA
"10668","rapids","Ruby Rapids",NA,-116.194576041,45.4040423050001,NA,NA,NA,NA,NA,NA
"10669","rapids","Split Rock Rapids",NA,-115.2397301,45.554808290943,NA,NA,NA,NA,NA,NA
"10670","rapids","Upper Pleasant Valley Rapids",NA,-116.4842169,45.642386700943,NA,NA,NA,NA,NA,NA
"10671","rapids","Wapshilla Rapids",NA,-116.755954053,45.9388268920001,NA,NA,NA,NA,NA,NA
"10672","rapids","Warm Springs Rapids",NA,-116.7003139,45.8209304909428,NA,NA,NA,NA,NA,NA
"10673","rapids","Whitehorse Rapids",NA,-115.5342926,44.7851874209432,NA,NA,NA,NA,NA,NA
"10674","rapids","Whitehorse Rapids",NA,-116.7132141,45.8265516909428,NA,NA,NA,NA,NA,NA
"10675","rapids","Zigzag Rapids",NA,-116.7210841,45.8258226409428,NA,NA,NA,NA,NA,NA
"10676","rapids","Canapener Rapids",NA,-115.7610747,45.4500304209431,NA,NA,NA,NA,NA,NA
"10677","rapids","Little Growler Rapids",NA,-115.7718084,45.4546302509431,NA,NA,NA,NA,NA,NA
"10678","rapids","T-Bone Creek Rapids",NA,-115.768099613,45.452123499,NA,NA,NA,NA,NA,NA
"10679","rapids","Cliffside Rapids",NA,-114.683560671626,45.2202749661386,NA,NA,NA,NA,NA,NA
"10680","rapids","Haystack Rapids",NA,-114.7360002,44.9743247109432,NA,NA,NA,NA,NA,NA
"10681","rapids","Bargamin Rapids",NA,-115.2019007,45.567532610943,NA,NA,NA,NA,NA,NA
"10682","rapids","Gunbarrel Rapids",NA,-114.713331098,45.3906285530001,NA,NA,NA,NA,NA,NA
"10683","rapids","Pistol Creek Rapids",NA,-115.1514207,44.7292037209432,NA,NA,NA,NA,NA,NA
"10684","historical rapids","Bell Rapids",NA,-114.9411829,42.7904636909405,NA,NA,NA,NA,NA,NA
"10685","rapids","Blackhawk Rapid",NA,-116.299513004,45.6215099130001,NA,NA,NA,NA,NA,NA
"10686","rapids","Dried Meat Rapids",NA,-115.832869,45.4666170509431,NA,NA,NA,NA,NA,NA
"10687","rapids","Vinegar Creek Rapids",NA,-115.906532,45.4590714409431,NA,NA,NA,NA,NA,NA
"10688","rapids","Deadman Rapids",NA,-115.5079142,45.3782478709431,NA,NA,NA,NA,NA,NA
"10689","rapids","Bird Rapids",NA,-109.1628943,47.7799484009386,NA,NA,NA,NA,NA,NA
"10690","rapids","Black Bluff Rapids",NA,-110.472701885,47.911557583,NA,NA,NA,NA,NA,NA
"10691","rapids","Castle Bluff Rapids",NA,-109.2512999,47.7939227409386,NA,NA,NA,NA,NA,NA
"10692","rapids","Castle Bluffs Rapids",NA,-109.2439782,47.7930081909386,NA,NA,NA,NA,NA,NA
"10693","rapids","Dauphin Rapids",NA,-109.380807513,47.743180523,NA,NA,NA,NA,NA,NA
"10694","rapids","Deadman Rapids",NA,-109.6956119,47.7203423409388,NA,NA,NA,NA,NA,NA
"10695","rapids","Gallatin Rapids",NA,-109.466973019,47.728277565,NA,NA,NA,NA,NA,NA
"10696","rapids","Pine Island Rapids",NA,-111.806621,47.1820369909404,NA,NA,NA,NA,NA,NA
"10697","rapids","Kipps Rapids",NA,-110.0721885,47.8586905209384,NA,NA,NA,NA,NA,NA
"10698","rapids","Lone Pine Rapids",NA,-109.2724107,47.7927682909386,NA,NA,NA,NA,NA,NA
"10699","rapids","Pablo Rapids",NA,-109.886379,47.7534626309387,NA,NA,NA,NA,NA,NA
"10700","rapids","The Big Eddy",NA,-111.046761551,47.6077507950001,NA,NA,NA,NA,NA,NA
"10701","rapids","Thibideau Rapids",NA,-113.620863246558,46.9532180553666,NA,NA,NA,NA,NA,NA
"10702","historical rapids","Hualpai Rapids",NA,-114.1666418,36.0277694308978,NA,NA,NA,NA,NA,NA
"10703","historical rapids","Boulder Rapids",NA,-114.538991242,36.150905289,NA,NA,NA,NA,NA,NA
"10704","rapids","Power Line Falls Rapid",NA,-105.722388928432,36.3866899401079,NA,NA,NA,NA,NA,NA
"10705","rapids","Souse Hole Rapid",NA,-105.8401727,36.2380759708999,NA,NA,NA,NA,NA,NA
"10706","rapids","Horse Thief Shorty Rapid",NA,-105.705299,36.559750420903,NA,NA,NA,NA,NA,NA
"10707","rapids","Gaging Station Rapid",NA,-105.756037394577,36.3196495287834,NA,NA,NA,NA,NA,NA
"10708","rapids","The Karmic Wave Rapid",NA,-105.793359534,36.2675290700001,NA,NA,NA,NA,NA,NA
"10709","rapids","Ski Jump Rapid",NA,-105.725578839,36.4891944070001,NA,NA,NA,NA,NA,NA
"10710","rapids","The Narrows Rapid",NA,-105.8093354,36.2589015909001,NA,NA,NA,NA,NA,NA
"10711","rapids","Big Rock Rapid",NA,-105.8272494,36.2444735709,NA,NA,NA,NA,NA,NA
"10712","rapids","Dead Car Rapid",NA,-105.7224551,36.3984062609015,NA,NA,NA,NA,NA,NA
"10713","rapids","High Bridge Rapid",NA,-105.7329573,36.4765064309022,NA,NA,NA,NA,NA,NA
"10714","rapids","Yellow Bank Rapid",NA,-105.7285973,36.455492200902,NA,NA,NA,NA,NA,NA
"10715","rapids","Alberts Falls Rapid",NA,-105.8026689,36.2625246409001,NA,NA,NA,NA,NA,NA
"10716","rapids","Ancho Rapid",NA,-106.2203875,35.7697617408952,NA,NA,NA,NA,NA,NA
"10717","rapids","Little Arsenic Rapids",NA,-105.6880885,36.665900700904,NA,NA,NA,NA,NA,NA
"10718","rapids","Rock Garden",NA,-105.7286192,36.3798954009013,NA,NA,NA,NA,NA,NA
"10719","rapids","Screaming Left Hand Turn",NA,-106.6724222,36.351076040901,NA,NA,NA,NA,NA,NA
"10720","rapids","Dark Canyon Rapid",NA,-106.7053246,36.4664102509021,NA,NA,NA,NA,NA,NA
"10721","rapids","Sunset Rapid",NA,-105.7308084,36.3393368409009,NA,NA,NA,NA,NA,NA
"10722","rapids","Half Moon Riffle",NA,-123.9421838,42.6932867309403,NA,NA,NA,NA,NA,NA
"10723","rapids","Narrows",NA,-123.891148902,42.706707206,NA,NA,NA,NA,NA,NA
"10724","rapids","Coffeepot",NA,-123.8990622,42.6985477009403,NA,NA,NA,NA,NA,NA
"10725","rapids","Paradise Riffle",NA,-123.9381564,42.6976159709403,NA,NA,NA,NA,NA,NA
"10726","rapids","Tichenor Riffle",NA,-123.9513054,42.6770600709403,NA,NA,NA,NA,NA,NA
"10727","historical rapids","Cattle Rapids",NA,-116.8464236,45.0100219109432,NA,NA,NA,NA,NA,NA
"10728","rapids","Clackamas Rapids",NA,-122.612328641,45.3712370630001,NA,NA,NA,NA,NA,NA
"10729","rapids","Fish Eddy",NA,-122.6656619,45.2845707509432,NA,NA,NA,NA,NA,NA
"10730","rapids","Frenchy Rapids",NA,-116.8384028,45.8900154809427,NA,NA,NA,NA,NA,NA
"10731","rapids","Kerrs Rapids",NA,-116.8358928,45.0330590109432,NA,NA,NA,NA,NA,NA
"10732","rapids","Lower Pittsburg Rapids",NA,-116.4824223,45.637416950943,NA,NA,NA,NA,NA,NA
"10733","rapids","Morrison Eddy",NA,-123.6420969,45.7637703109429,NA,NA,NA,NA,NA,NA
"10734","rapids","Pleasant Valley Rapids",NA,-116.4874518,45.649132200943,NA,NA,NA,NA,NA,NA
"10735","rapids","Savage Rapids",NA,-123.2280752,42.4197513909395,NA,NA,NA,NA,NA,NA
"10736","rapids","Upper Pleasant Valley Rapids",NA,-116.484519439,45.6411076160001,NA,NA,NA,NA,NA,NA
