"X","state","country_code","shape","duration_seconds","summary","day_part","latitude","longitude","timezone","population","elevation_m","month","cyear"
3618,"NY","US","triangle",240,"Hudson Valley area.  Large, silent, triangle shaped vehicle hovered about 100-200 ft over the house for about 3-4 minutes.","astronomical dusk",41.29009,-73.92042,"America/New_York",24043,39,7,"1980-2000"
3619,"ON","CA","triangle",60,"I saw a very dark shape that stood out against the night sky.  It had no lights and moved across the sky to the west.","astronomical dawn",45.41117,-75.69812,"America/Toronto",812129,154,7,"2000+"
3620,"FL","US","triangle",1800,"We saw a light in the sky moving rapidly in almost a circular motion We then started to drive towards the object and ended up parking a","night",29.1872,-82.14009,"America/New_York",58218,21,2,"1980-2000"
3621,"FL","US","triangle",480,"I was driving south 275 at 75 mph and saw an airplane and remember thinking it was strange how low it was flying. I continued driving a","astronomical dusk",27.77086,-82.67927,"America/New_York",257083,13,5,"2000+"
3622,"FL","US","triangle",300,"Isosceles shape, large craft hovers over Spring Hill","night",28.47688,-82.52546,"America/New_York",98621,14,5,"2000+"
3623,"ON","CA","triangle",259200,"((NUFORC Note:  Witness provides no detailed information about the sighting.  PD))","astronomical dusk",44.40011,-79.66634,"America/Toronto",141434,195,8,"2000+"
3624,"CA","US","triangle",10,"White triangular formation flying south at very high speed.","night",39.15017,-123.20778,"America/Los_Angeles",15917,193,10,"2000+"
3625,"TX","US","triangle",60,"Black isosceles triangle with six large, faded lights around the inside of its outline and the inside of all three corners and another","night",29.76328,-95.36327,"America/Chicago",2304580,12,9,"2000+"
3626,"WA","US","triangle",300,"The second sighting in my life in the same spot.","night",47.09788,-122.20428,"America/Los_Angeles",7446,58,1,"2000+"
3627,"ENG","GB","triangle",30,"Moving at about the speed of a plane, there was a black triangle with approx 10 faint lights down 2 sides, travelling east/south-east.","night",51.50853,-0.12574,"Europe/London",8961989,46,3,"2000+"
3628,"CA","US","triangle",5,"V shaped light formation","night",33.76696,-118.18923,"America/Los_Angeles",474140,9,11,"2000+"
3629,"TX","US","triangle",30,"It was like a large glass like structure with about 3 lights midways between each point . It made no sounds and floated by like a ballo","night",29.44385,-96.94109,"America/Chicago",2592,71,5,"2000+"
3630,"FL","US","triangle",900,"Right over the top of me and so close I may have been able to hit it with a rock","night",26.27119,-80.2706,"America/New_York",129485,3,6,"1960-1980"
3631,"WA","US","triangle",300,"Side triangle shape flights in a triangle formation the tip light is brighter than the rest.  ((anonymous report))","night",47.97898,-122.20208,"America/Los_Angeles",108010,25,5,"2000+"
3632,"ENG","GB","triangle",60,"3 disks of dim light connected to triangular shape in night sky","night",51.61219,-0.64732,"Europe/London",13797,147,9,"1980-2000"
3633,"TX","US","triangle",3,"Four speeding lights streak across Archer County, Texas","night",33.59566,-98.62561,"America/Chicago",1754,324,9,"2000+"
3634,"ON","CA","triangle",180,"Black triangle glides in Windsor.","night",42.30008,-83.01654,"America/Toronto",278013,456,11,"2000+"
3635,"ON","CA","triangle",30,"Distinctly triangular object, appeared to be transluscent but glowing orange, like an ember (hundreds if not thousands of small pin pri","night",44.56717,-80.94349,"America/Toronto",21341,169,9,"1980-2000"
3636,"TX","US","triangle",300,"Pyramid-shaped craft with pulsating light seen emitting red flare.","night",33.01512,-96.53888,"America/Chicago",46708,170,12,"2000+"
3637,"TX","US","triangle",45,"Smallish triangular ""floating?"" northwest direction, red, blue, yellow lights on corners, low flying.","night",32.78306,-96.80667,"America/Chicago",1300092,128,8,"2000+"
3638,"FL","US","triangle",300,"((HOAX??))  Two craft with seven orange lights on each, and a vague, dark triangular shape that housed the lights.","astronomical dusk",27.33643,-82.53065,"America/New_York",55118,7,6,"2000+"
3639,"TX","US","triangle",15,"triangle object bearly moving,then almost disappears,then dozens of aircraft start appearing and circling sky","night",29.76328,-95.36327,"America/Chicago",2304580,12,1,"1980-2000"
3640,"NY","US","triangle",60,"Rusty-red colored triangular shaped object with red lights came up over the shore of Lake Ontario and flew in a quick zig zag pattern","night",43.45535,-76.5105,"America/New_York",17787,87,4,"1980-2000"
3641,"CA","US","triangle",30,"Please don`t think I am paranoic or lier.I just yesterday left report about UFO, and today strange thing happened again. From the same","afternoon",37.63049,-122.41108,"America/Los_Angeles",43185,5,12,"2000+"
3642,"WA","US","triangle",600,"I saw a dark triangular shape, slowly moving at treetop level,without any sound,  There were white and red lights on the bottom that fa","morning",46.94204,-122.60596,"America/Los_Angeles",8434,105,9,"2000+"
3643,"CA","US","triangle",120,"Three flashing red lights in a triangular shape seen south of Fresno","astronomical dusk",36.82523,-119.70292,"America/Los_Angeles",104180,110,8,"2000+"
3644,"CA","US","triangle",180,"Stationary black triangle over LAX area during crowded morning traffic on highway 405, Los Angles","morning",34.05223,-118.24368,"America/Los_Angeles",3898747,89,3,"1980-2000"
3645,"NY","US","triangle",300,"Four triangular orange fire balls in the sky","night",42.90061,-78.67031,"America/New_York",10258,204,7,"2000+"
3646,"CA","US","triangle",1800,"This is about as strange and bizzarre as it can get","night",37.70577,-122.46192,"America/Los_Angeles",106562,124,12,"2000+"
3647,"ON","CA","triangle",120,"Fiery Triangular Craft Spotted Over Lake Ontario From Atop the Scarborough Bluffs","night",43.70011,-79.4163,"America/Toronto",2600000,169,6,"2000+"
3648,"ON","CA","triangle",180,"strange triagle","night",46.51677,-84.33325,"America/Toronto",72051,187,9,"1980-2000"
3649,"NY","US","triangle",300,"triangle shaped,lights on bottom,silent,no aircraft tail,flat","night",40.71427,-74.00597,"America/New_York",8804190,10,7,"1980-2000"
3650,"ENG","GB","triangle",900,"25 v shaped objects flying in formation at low altitude,then climbed quickly to high altitude, were stationary then disappeared","night",53.8,-2.23333,"Europe/London",149422,42,1,"2000+"
3651,"FL","US","triangle",60,"saw a triangle shape object with glowing orbs on the corners(very big)completley black in between the lights but very solid moving from","astronomical dusk",29.02832,-81.30312,"America/New_York",30195,12,2,"2000+"
3652,"FL","US","triangle",10,"Silent, single gold light flying very quickly. Changes direction several times.","night",26.35869,-80.0831,"America/New_York",93235,4,1,"2000+"
3653,"FL","US","triangle",7,"V shaped formation with White Lights boardering the edges with black middle. Vert large size..no sound was floating fast for 7 seconds","night",25.94121,-81.71842,"America/New_York",17690,1,10,"2000+"
3654,"FL","US","triangle",180,"Triangualar shaped object hovering in place.VERY close to the road,and this was a busy highway with people in front and behind.At night","night",30.33218,-81.65565,"America/New_York",954614,5,10,"1980-2000"
3655,"WA","US","triangle",240,"Massive white light triangles floating over Wenatchee Valley from E to W.","nautical dusk",47.42346,-120.31035,"America/Los_Angeles",33636,203,2,"2000+"
3656,"WA","US","triangle",30,"At daybreak, object (with recessed light in nose, and soundless) passed by us in the low clouds. It was barely getting light enough to","night",47.38093,-122.23484,"America/Los_Angeles",126952,13,11,"1960-1980"
3657,"WA","US","triangle",5,"Triangular object over Bellingham, wa. Near bellis fair. 3 ports on each side. Craft was darker than the night sky.","night",48.75955,-122.48822,"America/Los_Angeles",85146,21,2,"2000+"
3658,"CA","US","triangle",86400,"Red Triangles Near San Francisco Bay Area Northern Sky","night",37.50716,-122.26052,"America/Los_Angeles",29931,10,2,"2000+"
3659,"WA","US","triangle",600,"Bright Triangle Accompanied by 3 jets.","nautical dusk",48.93905,-119.43562,"America/Los_Angeles",1677,286,8,"2000+"
3660,"WA","US","triangle",600,"Very loud triangle  craft with lights that don't blink","astronomical dusk",48.42122,-122.33405,"America/Los_Angeles",34053,29,8,"2000+"
3661,"ON","CA","triangle",420,"On August 2, '18, in an overcast sky came a black triangle ufo from behind a cloud and another barley  visible one under it well hidden","civil dusk",45.41117,-75.69812,"America/Toronto",812129,154,8,"2000+"
3662,"FL","US","triangle",120,"Bright Orange, blazing traingular object/light moving upward at an angle Orlando FL; 3/8/07, 2215hrs.","night",28.53834,-81.37924,"America/New_York",307573,30,3,"2000+"
3663,"CA","US","triangle",900,"Five small triangular craft hovering then moving slowly above Ceres, CA.","night",37.59493,-120.95771,"America/Los_Angeles",47963,28,8,"1980-2000"
3664,"CA","US","triangle",60,"NO noise glided/flew circular triangle shape w/ 3 red exhausts(?)","night",32.71571,-117.16472,"America/Los_Angeles",1394928,20,11,"2000+"
3665,"NY","US","triangle",180,"Triangular craft spotted with 3 white lights on corners, hovered without sound.","nautical dusk",42.10341,-76.26215,"America/New_York",3736,248,8,"2000+"
3666,"CA","US","triangle",45,"Three white dots each in a triangle formation and then faded away.","afternoon",38.58157,-121.4944,"America/Los_Angeles",490712,9,4,"2000+"
3667,"ON","CA","triangle",300,"Initially hoved with a bright light then made lateral movements disappeared and reappeared","nautical dusk",43.90012,-78.84957,"America/Toronto",166000,195,9,"2000+"
3668,"CA","US","triangle",240,"UFO over Burbank Studio and 134.","afternoon",37.32328,-121.93162,"America/Los_Angeles",4926,37,8,"2000+"
3669,"NY","US","triangle",2700,"Triangel in the sky","night",41.70037,-73.92097,"America/New_York",30371,62,10,"2000+"
3670,"ENG","GB","triangle",60,"triangular shaped object, with very bright white lights covering each wing","night",50.35107,-4.70288,"Europe/London",9462,46,5,"2000+"
3671,"NY","US","triangle",300,"I look up to see a ball of light which at first glance looked like a star.  ((""Starlink"" satellites??))","astronomical dawn",42.26036,-73.80957,"America/New_York",1617,8,1,"2000+"
3672,"CA","US","triangle",1200,"A flying pyramid with wings","civil dusk",34.25723,-118.6012,"America/Los_Angeles",41255,298,11,"2000+"
3673,"TX","US","triangle",30,"I am a police officer and was working my night shift at our headquarters building checking doors and locks.  When I stepped outside I l","night",30.26715,-97.74306,"America/Chicago",931830,149,4,"2000+"
3674,"FL","US","triangle",600,"Triangular Object spotted over Miami after powerful Hurricane,","night",25.77427,-80.19366,"America/New_York",441003,2,10,"2000+"
3675,"FL","US","triangle",172800,"I was watching the full moon through my window when I see a strange light,It is moving fast,I called my husband and son,and they were a","night",28.14029,-81.45841,"America/New_York",53193,20,3,"2000+"
3676,"ENG","GB","triangle",180,"29 November 2016 at around 2:15AM I was in my back garden looking in the opposite direction of my house.  i saw an object with 3 whit l","night",51.37786,0.01682,"Europe/London",15906,94,11,"2000+"
3677,"CA","US","triangle",90,"Triangle Shaped Object Red w/Green Lights - No Sound","nautical dusk",36.30078,-119.78291,"America/Los_Angeles",25647,70,7,"2000+"
3678,"WA","US","triangle",70,"Two separate triangles of light (one light per corner)","afternoon",47.39272,-122.04641,"America/Los_Angeles",25686,128,5,"2000+"
3679,"ON","CA","triangle",60,"Dark triangular craft with white light on each point and large white light in middle.","night",43.90012,-78.84957,"America/Toronto",166000,187,3,"2000+"
3680,"FL","US","triangle",5,"Orange glowing UFO takeoff in Indian Harbour Beach @ approx. 4:40 AM on 10/18/2020","night",28.1489,-80.58839,"America/New_York",8471,3,10,"2000+"
3681,"CA","US","triangle",300,"Walking along the trail near Pleasant Hill Middle School everything seems normal.   I feel a warmth.  ((anonymous report))","night",37.94798,-122.0608,"America/Los_Angeles",34810,16,6,"2000+"
3682,"CA","US","triangle",10,"Triangular shape over Folsom, CA","night",38.67796,-121.17606,"America/Los_Angeles",76375,67,4,"2000+"
3683,"WA","US","triangle",240,"I went outside and saw three triangular shapes flying by.","night",46.95537,-123.77378,"America/Los_Angeles",1594,8,11,"2000+"
3684,"FL","US","triangle",1,"Nighttime one second observation of low level black silent triangle with lights over Gulf coast","night",30.40159,-86.86357,"America/Chicago",31378,3,1,"2000+"
3685,"ON","CA","triangle",180,"Black triangle spotted over Highway 417 in Ottawa, Canada.","morning",45.41117,-75.69812,"America/Toronto",812129,142,12,"2000+"
3686,"FL","US","triangle",600,"6 orange triangular craft flying north to south, flying in pairs of 2, about a minute apart....very bright and very fast.","night",26.52535,-80.06643,"America/New_York",73966,6,2,"2000+"
3687,"BC","CA","triangle",5,"dark red trianular shape with a bright white rectanular shape in the middle of underbelly","astronomical dusk",49.36672,-123.16652,"America/Vancouver",44122,21,6,"2000+"
3688,"WA","US","triangle",120,"Triangular shaped craft glowing alternately red/orange then dimming;  with a teal colored light at each point flew from the South hover","night",45.90456,-122.74399,"America/Los_Angeles",5842,9,1,"1980-2000"
3689,"ENG","GB","triangle",5400,"Total of 26 bright  white lights in blue sky","afternoon",52.13459,-0.46632,"Europe/London",106940,189,5,"2000+"
3690,"CA","US","triangle",600,"Triangle object with several lights flew through the sky then hovered around another light then began flickering.","astronomical dawn",34.05223,-118.24368,"America/Los_Angeles",3898747,89,9,"2000+"
3691,"TX","US","triangle",60,"triangle headed west toward downtown dallas","night",32.7668,-96.59916,"America/Chicago",144788,151,9,"1980-2000"
3692,"TX","US","triangle",7,"Low to the ground triangular aircraft coming from west Texas","night",30.26715,-97.74306,"America/Chicago",931830,149,1,"2000+"
